Net Worth,Rent or Mortgage,Loan Debt,Medical Expenses,Income Bin
126220.30925744276,266491.7215144542,61228.63475067961,688898.1869916314,1
950281.6971202577,885278.2361655659,958.3266880602292,326567.9923645628,1
868735.2804921924,472823.29861885763,72718.26302231438,91583.66276724395,2
328374.1894058503,611824.0747987509,89881.5348262521,711496.5366809941,1
496098.03955475794,929911.0011729101,96099.67435907296,883772.6999152766,4
241778.23430133917,810290.047491933,41877.98350932901,716035.529944256,8
285926.8757067914,987538.7959040841,19899.46884630195,937201.0019062312,1
157620.36489994737,363294.7892192855,62744.88767304972,611756.5926261283,1
565930.6542557909,888012.441771153,18058.805540391608,98256.0394780212,5
782187.7288207716,563690.9329281582,22545.32378742664,28596.73280977537,2
712946.7261312958,594419.5639284144,56192.16427857221,414558.2312507207,6
20413.910773471544,857540.987113559,26041.41672084942,205922.0948544517,2
543539.2371001632,387445.0619725485,98054.00661669794,756331.8626161844,8
852705.1924795493,533462.5177289518,46649.20675941087,629544.2001148813,7
745619.0514014469,613951.90591224,99028.49682392257,783606.9397821842,4
35346.07529055189,239496.5371872587,79367.74229238056,391581.4562220351,5
433560.22492537485,29194.69624877369,72802.80599890291,657264.9182618932,7
533785.3002697644,527085.5302576835,58196.79111779662,941705.4010235167,5
915673.8910662237,81017.84317660677,8837.57483246379,595957.2253866593,6
66328.62537056605,678369.9133150718,8235.781723952474,370974.5642244485,8
406842.4575104945,471099.349016912,92376.8583576365,989309.1146370682,2
681907.4675215614,197213.04004744656,15227.32527539884,141273.6463007602,4
721610.0672311689,167873.4058723661,20419.287146377763,301023.3456995758,7
83519.92834855226,267447.23200782185,34908.404450406124,241109.69416433593,4
388319.70125022344,490520.7439472903,65283.54459710734,993678.3380500629,5
342813.1288384101,944506.4344910546,84267.42694050088,206524.89711962396,0
452924.2512082285,723469.6289731533,94251.5946627497,750619.703824532,6
302193.513932316,703729.6549425751,48674.769695684576,83490.09812141472,0
774284.0971144164,468615.84788494214,27709.733653411007,640977.7039223262,7
61978.47828138236,306474.324759574,96533.49287312622,560663.0410596607,5
578525.4064004846,133786.43778157627,80399.65907109587,874013.0742723276,3
860191.4362271948,984558.0788610928,68943.94939314952,724757.2931866623,4
278080.4183696114,201151.0230170681,33586.22738994648,393061.71716337214,6
848791.3067287385,444552.8996257829,78863.10900184682,971445.8849144747,2
889487.6644603845,621977.5625453084,11480.064364678445,305691.0877263572,3
934979.827381646,718880.738382245,59629.037683387454,408502.4929917005,2
870549.3908927623,865749.5930830115,28408.061153809515,263335.73494381504,1
942491.6568051626,126521.80423931591,99597.88176173557,913576.0308371073,1
36271.52452221116,821069.4738099448,8555.658441973712,821314.7059881021,1
90032.04023559441,158257.11444723577,8176.5931444659045,76162.41944480062,5
727702.1305093096,704192.9240700991,96777.50372237006,829286.7406278814,4
217386.38552678714,733363.4146312245,19868.52957919716,723200.3879035651,1
893805.7041488066,191667.76276428753,25063.47025635314,442426.7910211933,5
675441.1092450073,814296.7578286582,29434.549312745872,708709.7863805067,2
993792.7778473728,522441.97832484765,54619.645987238386,859221.6778453386,6
482538.8552561517,44378.48120904264,41891.62477129567,639241.7766824076,0
964069.8054223424,602439.5054416233,57461.84065736789,773181.1654043832,6
583848.5023371837,975912.1583247937,16657.557853477967,480625.34503672796,0
551094.279287903,450592.22561823187,74236.5968038524,896826.5035096705,8
13312.160584153298,975255.4340136909,71536.4332476658,527696.068218438,8
480671.77745331224,336031.61422342085,79809.1394916722,704208.4618124864,1
55429.59578187179,715551.3802024898,55941.424343506085,331537.9299335912,4
482129.66988780716,87269.11850137709,76090.47681000123,879925.8258403216,0
976572.0373246286,266241.8576325705,52465.095055294085,431633.33586447785,4
49408.474350205564,103964.17664741265,63263.959274878725,888834.7248916349,2
973598.4872992864,238027.06928038242,55023.02541396109,295825.831245941,0
333088.75242780166,450150.64010313776,3109.1686660110863,940827.4760284234,0
220090.3550583252,374000.4823537139,38112.30819725191,353671.74228915863,5
544848.8320607236,452833.5331843875,53063.78320031193,900058.2029859289,1
764161.5967504994,242977.78583720198,64695.68588791993,5252.243830401238,5
175499.64608535307,975417.3649390995,71581.11766489451,724199.2986984208,1
526384.0691418623,314556.6769226753,61166.524552874114,136330.18622764116,1
788994.9587522722,126152.79129278012,17832.342002955447,685300.7489384628,3
368965.1617564274,732463.9423206386,31379.426956573265,343687.1496684797,8
300023.6155171323,262867.6593100797,71678.40092002193,164717.48167818866,0
337273.4666556857,57649.98053425829,32054.213647287856,351101.2874769176,2
355647.3563287995,871393.0155509681,60863.24716697723,87891.29670496398,4
183498.1284785594,945977.2400851903,7595.673660082636,592922.9991781045,0
223706.9967721088,376240.0803000182,37699.22843945944,430448.1521250061,0
59007.585528669246,25641.372786276097,2856.5095830566656,649305.8598921954,3
989042.3767837908,749449.0289767687,81359.05664636327,740154.4890579085,2
802666.6996808816,226615.78703331196,20784.887350715453,554924.7245251031,3
170545.51074989612,71865.90851183383,7690.8202702571925,174663.07831647331,1
392974.14241263305,127327.2470497111,66727.78154596507,959875.5570576818,4
172940.9058475717,721804.9440919671,7419.317159160932,452549.8575491139,7
134983.72096484923,748784.2257402178,1007.5782504632258,72389.68989610406,0
309171.588655765,745337.3440180914,8372.816448662801,938121.2974542488,3
938345.8712353697,683626.7291624446,85713.15681668582,149825.48383727245,6
970969.9236499544,457151.01275804423,73620.89023783348,752547.918044799,4
968155.8290895056,896647.2237702972,8630.601307151775,987487.6599391688,8
928134.7972258658,702436.3448464436,39384.18443905464,222136.94904303493,8
480382.59861135547,751101.0542367738,34632.01577579257,96456.27730829243,3
957161.3405179355,239444.13156166454,61318.405099331896,196192.9772775375,5
835104.5526446623,626529.5506785659,3005.797451945236,345794.82961899386,5
409371.63102869864,86671.39507302224,1104.1725060943586,101737.11563104659,6
476989.72609896254,579697.9988319471,70411.11969715897,676071.0636121467,8
205573.04272090137,299125.2265481834,79261.77127683457,503277.6510759855,5
33920.858808634715,510419.4519624872,41386.597719434256,420095.54801589967,5
617996.0926333425,724729.3353971895,43742.036569448836,727834.6203227759,2
985863.3827382844,160111.81655414854,53744.06314835317,361363.51308684057,0
279600.2351127026,309683.1980110687,69957.05471881005,721240.8991940239,3
356812.62459001585,895536.891096234,99172.2094128902,433860.0029408985,7
90451.26076998322,652584.5136133184,541.4662140675208,355775.640334152,3
934032.7426460809,744527.9246376487,65651.62753067625,574228.0833696647,4
14581.18733320446,144337.323457311,38090.0976586689,307723.434556369,6
822509.7576558912,851915.7136137385,34810.03546333623,169133.7977302645,2
451978.0910282074,964934.876955049,19597.50911883502,63891.58400156025,4
790779.3511392549,671924.6753848993,61805.27998015774,916632.5907805943,7
171636.02117784572,74022.79912721599,99264.15171456267,340487.78142958967,7
889467.0561221454,329194.01317943685,76276.89022497962,827780.061125334,5
725422.3475569227,316513.1399788585,47206.17587131727,89840.18640471747,4
15520.783174252983,377068.9358519383,6584.723425725547,347100.4550217619,1
534778.9472768228,266666.67877269624,73012.35703447161,133983.7988969492,4
404064.13024543267,426575.24106561707,61659.60832903557,803035.6487021073,1
37368.64460919709,657980.1914856746,49047.604603745596,583151.6029569589,4
545792.9478367852,791246.0874821728,14433.28966313101,521101.12991915835,6
151553.72017367408,335449.9694101648,30869.673067763946,340599.3392243969,2
969880.46733408,369730.15034539305,86673.26562206073,6251.336709868216,6
539631.9193339391,234499.10788145632,95732.45556684532,490948.38258921826,1
561912.5013461775,994313.2112937408,99371.89353504212,382173.351817062,5
92634.06953269072,637700.0939121549,78712.22202984935,643787.075803159,6
549722.5342577713,506289.2160262655,28730.96385268764,734066.5542262908,3
477231.02422926377,657882.3748442313,36837.63039505251,415703.0206730026,7
15905.805064890366,696960.3192266079,58636.56167412833,717275.6953787633,1
871581.4055580795,943480.426582925,31653.919834435328,52187.155194379775,1
142265.7140932575,914812.411441255,83704.87958687602,140244.0198892273,3
306499.49482442165,533782.6058405899,74741.39583440499,129944.6946505729,0
559486.1280818855,693111.0463575306,22011.290087471138,977143.0817670906,3
886355.0827114467,89111.65429114488,56667.465693891114,70507.38277227998,0
47685.06304598963,251966.11285617208,84064.78684592962,684556.2512679655,8
913796.2881069103,780975.7503125101,68831.86230388211,271939.1776171546,2
793049.6106515102,549200.6034131334,39320.803539061744,968628.0080921948,1
109851.49506474279,750026.2957154738,54144.96013132022,915958.072592066,0
510769.64312303485,589079.4714475712,42254.261637847456,24506.39185493775,5
976198.4124866315,35700.07857281243,45101.56814433657,987060.3875143317,2
865080.7638709212,576615.1234171748,83626.05667164622,755052.5431954436,6
323068.5981058293,324751.17201509664,6123.106826557867,455547.8090955564,2
41844.68890172854,863325.6383216413,25697.166962480613,989316.7651727416,5
168577.47109928055,176334.2101435854,3833.088872801682,546771.952255145,7
635506.4320461089,442124.2799271826,55696.94162771597,320381.6575242009,5
56347.34239689077,959338.505903922,38746.24003239441,82268.2911185334,5
848099.7792920338,563756.1770286096,23001.38561183993,163146.43937618844,0
934362.1717165796,175541.11600122135,98611.04527584657,468717.52922633314,7
221600.57384724985,14358.326103694475,15124.023139366305,168401.38151518046,1
965306.6402371353,776508.6808806643,58410.65161663901,507552.2436050911,3
643982.3691890849,418617.265497227,80342.33052038446,1696.8051968014875,6
630330.5414067118,356254.5999886183,66768.82858604843,290650.46287206764,6
280327.8545514175,426185.70634281536,1361.2140092762459,416186.85547527944,2
988524.7111004248,148343.42989222304,16567.532734310666,780886.6527308894,0
73526.98300296767,967141.7239915692,76458.84351047188,919225.1387530278,5
46127.20728330566,394690.1334348175,96426.9041026141,590614.4646943436,2
92025.28340838701,270127.8206853651,62384.97042554012,558602.2658130423,4
332489.3325525493,585173.6990026956,84285.33260984637,995017.4698012564,4
821815.1560751051,4992.319201413631,92126.86800992746,623947.4747134245,5
660900.9769608213,452813.836905155,86208.62631425694,445483.52034475026,2
874377.9846632347,573472.198204091,80175.97669047402,413834.4065844546,8
332912.6008060752,304709.47366352286,69736.6457368542,571293.1409880095,2
309817.2291475646,589135.8566548565,98618.4762373715,545565.9735820779,2
423993.32630441186,395248.3560644778,80264.11952756278,865921.92649281,6
641856.7497825309,997713.7452780482,67071.78208302073,196748.1107720307,4
118743.7064342306,160316.68456499372,29433.71249574358,617373.4530868498,4
713772.6396498701,117676.85213809597,48921.04972923048,606624.2971783587,8
131064.69891079419,613628.1825287761,68303.00976000945,637080.8000478107,5
204147.11563729326,969260.8470562595,96305.02238545926,159216.11082187627,6
136547.06597875565,962106.5323896562,81336.62930866901,43056.01493022382,5
416731.00675727625,779919.9996666625,71397.57358243369,506151.15049825964,4
136868.98514058487,431150.0142584483,53829.26092612893,81015.30312041816,5
521918.72994701326,523715.2280471028,34545.21604674626,414202.8779057887,0
385575.747936265,222948.2143585878,196.3628637075665,715854.49466907,3
107370.606720245,554449.7621761095,63481.3791479751,414488.5152019407,0
449855.7967671113,707128.1339526199,65183.97078939382,398721.25345199794,4
514767.05082258343,359082.4305253013,93680.5798059391,24200.031507688345,8
955347.2150262268,564366.5873764536,56291.07446044889,546171.0980528498,8
499389.09344887425,546550.7619838457,96921.55101227235,215910.3177512558,6
286363.31045407336,429759.94966694573,81979.09649775746,25958.193164240416,7
710608.0334325767,704469.0645788554,89776.7520408568,963501.0991831031,8
866349.7377644248,74517.52006682954,33619.32284665494,963344.4554378986,2
772001.8036481938,740516.4149181023,42495.25074272093,451202.6681141997,2
798134.3414076857,837535.3808972846,74368.05713756567,119086.07394115289,0
806455.1526705114,637216.7324998357,72547.56396845741,666449.3101505853,4
276358.291357766,600135.284121291,72820.87485916,151827.05521342377,2
364894.3494619805,91073.24590261267,18046.447582968427,478821.272319278,5
619232.3096152508,525615.7853992196,23697.662328706105,674561.86649856,3
354846.7661084872,975232.2594589087,93198.71015414917,80859.30024826959,0
553125.1126642004,498315.6277412635,17313.889694332272,321274.50638347655,5
642371.6212887353,336208.9941386841,35842.46329302309,559383.5658970341,5
972915.1061017906,579309.1686520845,90457.37597194988,913381.6644751673,8
97013.74447854994,353075.7944324967,1733.0750788447813,930189.8381697767,3
785979.1531479915,109547.07356647353,15416.583309254072,360602.5705045621,4
59089.943546574155,597367.4741071711,58114.506224455676,805743.985121351,8
127410.74160817533,228750.2463048393,68713.34194836585,348234.3057494081,4
126156.62211446888,497244.8540408818,10745.057922444346,650314.621565999,3
210351.75807091556,321833.8725173677,84380.3442700407,275565.48797716195,6
15260.183446163755,298431.95105355594,69470.0265476503,501813.9398270397,5
300769.1994327356,234783.28347788035,75859.40468605427,265537.8120280718,6
295028.71608534787,999892.8413771536,88084.50155760908,952153.8538056513,5
661489.1963149887,847785.1264714225,33238.95736766703,753789.5135989523,8
813655.9032932487,788989.1398775748,94159.99759776337,300254.48416490486,2
695782.7931242737,633656.7599333005,61789.59788921321,894822.5665459725,3
726778.6319821287,410926.2867322564,73296.17400103237,166352.1898128256,5
500216.9236905295,961539.0812887194,98344.77305491643,478758.7021432821,3
249336.39077145132,764544.902228508,5556.432217187457,806754.8560988774,8
645182.1334850477,553990.1602377153,5508.033590027161,38134.408354545405,3
337861.2033130377,531554.8446295464,964.5066042750061,488112.4715493257,8
218375.6006377643,708832.1989158052,94363.81037697538,395342.99213056715,1
370240.0342000597,273492.0211301065,78119.11844493901,308335.70222571085,2
96948.44431052075,740959.8097114615,72946.06327160599,5353.988968787915,6
231509.15683367467,147622.74647648344,44117.33275230967,87808.35432864231,6
52607.53723303535,216795.9247117892,99899.64007502099,914025.5798918705,3
93817.14338921366,493354.17420191754,55927.01680104121,489039.17713991995,5
834421.5661951788,258358.16184993522,14319.903031579173,910374.1820181069,3
899195.5895034275,356930.2398198715,97417.17665588966,1642.1584711049375,4
41771.162636564775,938738.6236365036,79164.41769566618,206325.41367414093,6
244838.82093098608,136190.18403392535,8440.2919554606,164216.30761616357,5
717132.784554679,935383.1051965439,66457.77366375008,80452.75325393608,6
823473.5199113898,800164.28952342,38396.65217548061,541526.7343209982,3
280350.540154696,708309.2729213329,74550.37500891871,18628.381601210385,2
609187.5993212562,684121.2242527043,2463.788368991726,242171.93568378247,0
204737.38913361816,197102.98577604268,81844.89504971993,989163.1442157059,2
48600.862417415345,37822.1606471556,56166.21502698277,490215.34890279605,3
178344.7892515483,287885.9173312394,77508.23705720423,150494.7232286703,4
453063.48401390784,680483.6407978344,67915.89401135732,194916.42892830886,1
149236.66427503445,109351.558973934,15444.314501980194,395578.3604680399,5
844475.0440344124,492572.827754065,92770.56202932601,160041.87247282965,1
23437.412239997513,432187.8088038167,32389.75387056986,271429.354591867,1
420992.1505239872,867520.7379496756,1056.800974122729,834420.8122127758,5
530893.5769290994,83080.55039556028,81540.18606023763,34860.98533071047,3
708534.8728065396,661051.5457523433,28562.658207132565,921628.3441176747,5
890665.5930331671,792264.3991123774,46563.341160759985,957273.8574924148,6
246109.06420798696,281339.79193687043,66868.49836783708,555127.1547200026,3
716836.1521252813,51294.414747846575,55105.7500556209,387299.5331276806,3
692742.0393885114,504775.98306803516,86102.59592055403,419036.0603405792,5
885214.7448295694,716547.1689935582,93743.45749710409,568668.2727653626,8
971531.5151280006,852309.1596623393,25540.380189453328,453310.1476000615,3
112347.27268131539,727021.7784395872,87903.33372402549,329156.3660385148,1
544072.4876435882,791223.9055871617,48797.00578897773,228575.6153839682,0
879851.507851835,862535.124115596,34444.408848185594,444051.0196589087,0
372583.0936015405,852548.3602520782,13797.366940368449,56238.34248551085,1
175966.59593120113,251083.41299482374,64275.221762560905,334288.47120290593,6
794461.2123196586,615533.3881491786,87830.3029739266,586388.4665590355,6
428510.46945262526,770586.6772430425,29506.895844416238,896196.8736446312,4
214806.2501821131,96980.65118419008,12488.6133454574,193623.93432728676,0
415085.5443427717,51171.614571634775,320.01500259866145,990089.2038700073,0
189304.84180416906,46883.763059327175,51730.95471445597,905288.123886903,0
576036.4097011322,744984.0753705957,88434.08540100342,404934.4436968021,0
823711.494675318,615105.9667022532,95468.67753773317,837232.8071079778,8
949753.3202811084,585304.8414908017,19249.33299180316,419865.50836255844,1
657780.8606013,237175.10601777257,18779.376027586724,972214.7682398133,2
676656.891464462,266973.39796662057,2160.541019684914,24697.448703041136,3
886981.2961517306,362708.45445414254,24604.70139960569,327490.2116498971,5
474228.5240466083,387369.0646930588,15354.17947711556,203100.50945260705,1
508275.10785153165,406860.72740196297,59900.24985474914,208927.61653996428,4
804443.2910430027,363750.2649559424,67172.7846662337,764268.3556557413,5
899612.8480854536,536080.6894361527,19857.666384730965,968917.5485849314,3
925056.9038585739,139018.76730313135,35992.31163991672,351438.7850186768,1
695939.8869263603,336539.58991563617,87276.65579280694,672044.3955217536,5
904309.8436258088,672732.0637512277,33109.91416528191,332127.22232046275,7
376543.9677545368,319456.247679099,50698.146677567405,469109.0265723471,2
289269.69708234473,635637.5431511309,57561.716137369156,358621.11810233863,3
169943.68086393285,871044.3827018868,72450.44552184445,758744.2288548343,5
939607.3146883186,49782.8075153568,75617.60308858354,368035.0505120041,6
308400.68580660265,648540.8963872989,41574.81248273842,822529.4339567589,3
690777.9100611353,542710.054268014,91147.179058167,216621.35779598434,1
793743.936948966,333402.2755336564,80931.61523090358,546000.6114230984,3
212758.74338390143,243142.54591998085,94663.51994253643,356714.23799126846,6
327794.58329671295,800779.8396520929,63252.29927974877,721758.5069998795,6
871109.0146043666,419828.6869237393,85414.96803599395,425683.35600587714,5
811292.7103319906,493806.167817191,95774.5464382882,928198.0810211413,4
395919.35953125765,474966.981545715,34329.278702859934,676799.047882858,8
215186.850899315,748698.0136378857,51043.46655625869,39040.89420374623,2
960083.7394796845,792939.5311319638,48019.64859658355,838770.3297954922,6
380390.0789652068,491028.7100740923,79539.03889593692,172408.8282178553,4
410244.02215843694,838746.5151770175,24808.32800345425,315309.2515353279,7
463591.0815227304,471970.11226453964,34332.988362277385,97809.6666428796,7
690922.1972668841,140167.70706161342,86455.64710994955,111716.09127158388,4
240104.36411291757,604391.4512752538,72834.50270626477,407565.3184597545,7
311183.5794877382,674092.0301119299,11353.176149917776,150005.95076469058,1
354940.91508916946,873993.4274595302,13251.552535586043,375907.23673152906,1
720142.0978885134,970617.2033756614,72583.62058177705,203125.1501846102,2
84128.22245630824,264876.34073406283,68725.48975707764,932209.3778188702,1
514136.55722849985,233033.8486085578,18930.114893649374,261949.08903470382,0
382934.6651891792,602991.8220235709,36576.640362818755,515647.5742264568,0
714303.4293675491,853236.6959241803,34088.399163479844,583580.0759724588,8
50234.23592220377,232727.1923706128,15959.9732600058,18654.34116448339,6
170063.74120877043,527442.9267509393,81060.64900915214,799778.8468609968,5
637780.6892923852,159279.63152744563,84385.62983601072,470611.5327184133,8
877259.8785813504,316542.6518881619,35342.35236844943,272454.6384336735,5
628549.3991372961,494174.98230495624,56013.625855503735,485370.29977061064,5
613219.516871678,341776.34914295806,32526.36628065173,239824.62451699172,3
231002.96821711352,107787.601638218,91747.2851532797,108142.69444412683,0
744110.7169821027,801717.9167576414,36975.425080065674,610999.9448528968,2
476776.218253794,459339.2424644187,33904.20694491889,151339.3740061354,6
494123.86520670116,78845.43099783003,5141.144645592255,699388.4921018549,4
885650.1620487503,93890.36860685618,46664.97437948312,1187.067174003964,5
303077.8103386335,878777.2650058616,2096.0776050042873,243130.1288047707,4
562895.0683694315,330986.628396574,85725.49467942351,616821.3892307837,4
406944.7106477481,325021.55521266075,14270.58822702799,945475.2742734486,1
290365.13291746203,962316.3860218789,51427.40579357894,485221.9316040597,0
537445.3509254608,962745.7260041902,65969.99416605687,132584.81719112158,4
457629.75627378735,24638.613435022606,24851.674939665358,95969.71008232757,5
919078.4658550739,704584.8507536236,33281.59555653481,544266.6567382112,1
389191.7889159708,752937.4125551627,82395.72350293383,543371.7060589982,8
630197.4417750819,553269.493453489,2742.893171152583,591898.8194725808,7
826378.8290932389,80894.61048707414,65449.9811393231,74982.2654597051,7
472851.96248119697,344712.6706014013,23045.725292587416,582535.7333403017,1
542586.3863950714,255641.2282763213,5580.857420652785,711882.6601333844,2
613518.1595772707,245468.62793418768,32951.59217847867,344880.7166581741,3
395310.6854124832,767072.7245007078,20596.68038491799,28020.054423241403,5
56547.42338005281,127831.04740262941,28902.161172652053,570633.4608993443,5
740533.3111047138,994856.5812212105,89791.95014432719,888350.752048464,1
226930.06240432145,103737.28670544735,58317.89535758181,828202.0797758533,0
454018.8942360722,903226.4061474656,56820.38489988841,333975.70597178297,0
959069.368636844,206805.48943981325,37211.68509034334,348791.8163736927,6
365681.2561477178,332075.0765426489,41528.79926635613,971343.8991907415,3
676392.937771994,316746.51713196555,47351.57958713261,129856.16298906955,8
518616.39021142316,622275.6421563226,83847.60691865695,56262.66191486795,1
452485.9887942737,660328.7997047172,67122.70315369737,181025.5764879989,3
997472.8829845309,218097.40773217357,39472.28983310422,11837.289289840292,6
484042.93151264766,999569.4198888808,90261.87363842274,978763.0518432634,0
226310.32337746015,35105.07224131554,29364.68555408409,767556.2614687644,7
815931.4444785538,276386.9875812143,97448.63032469148,814584.712744602,7
798741.396893065,760427.5356801556,97785.29522616534,408142.27961941727,4
163443.66929320066,749729.0519234961,40782.18259986101,743632.6417901536,1
364035.81977545196,483732.91093461204,65321.755655062094,636208.7187580479,3
628360.8235574823,290955.2004277079,27980.35865702666,514999.3653067866,4
375644.09021691646,263705.838678308,59247.41731268856,233581.4733474847,2
851312.9660342413,517361.3209724532,93702.2940368759,503492.48102239595,4
391732.1546365193,267792.7268316539,26135.502224074313,148937.48941117112,6
116877.4516069735,536189.3748800723,31055.08518144039,900131.9859637747,1
772288.8574113961,774321.7920276035,90462.05842454852,206279.3181031912,6
203455.22244627157,917775.3050864208,45370.54741288673,525825.3839152684,2
111774.06186507377,728183.2651726834,24271.53914673106,281976.750959136,3
539847.3748508996,112961.89906243459,65843.81548562665,262511.85303317115,1
100702.03239277808,474111.6167895685,11287.098344229673,61438.3039759856,3
898218.6998497571,649855.1753303515,78490.35076324861,963104.9548201303,3
183865.48849037752,315663.0882277077,48483.951724760074,315061.04578886984,5
432181.4709797677,854583.1597963538,22308.446918257963,73047.24716054322,3
489721.9507088043,465910.374480871,63221.46212443769,818822.8468752665,4
708602.3768901498,412416.5698295458,72251.13861488878,594827.5129185611,5
175391.3061510849,89225.17255130135,94319.42581009395,375644.6904248329,7
603508.4544239666,845018.3314509371,50920.42617342401,686723.7471253981,7
695004.0522983524,15081.782198511639,83615.47967767643,570680.062559341,5
895202.3149979457,302887.70913562446,8026.8153047881815,877494.6892178659,1
564076.2582239729,796675.5754720669,30753.12931310652,863015.9038061835,2
198640.6846344275,86614.04784542126,96373.92752991691,379268.5411582342,2
623037.8288405769,738034.4362420384,45282.476194934374,548425.4811227524,8
358888.5793720382,88841.00420611729,62043.190207393796,753046.8953440264,7
174102.00463948966,350633.64572771796,3216.2651292741316,526708.9594124036,2
276467.33363957464,572812.0154309217,72447.00528856352,71893.6241452195,1
759688.4708052473,15787.810465667906,42317.24719344723,67897.5357718834,1
501362.84135093825,42250.11665744116,89157.74806590761,30842.51053332643,5
366848.27156931465,864464.3784371138,8343.044758666607,813454.8544315167,8
680771.7320984611,590812.7295235248,20032.316921122107,796124.291089781,2
766025.5633831825,615907.554730154,77682.261122674,920570.6315882847,4
931503.9917616295,138238.5165976815,55501.19828263096,290673.9668616183,4
773508.697039365,516287.49191854073,8425.824603088606,431078.2922132133,6
155073.94280168074,950125.7444431453,92202.73695935926,943667.2180897201,3
700100.402802525,814590.3302545198,61952.63977871463,69640.68899513377,1
738550.400173823,749933.4280692769,83984.30330416524,452374.96988699265,7
403106.04679015424,453090.3123072557,3886.6074709162367,105841.60058199022,0
368787.7527986212,114857.22749710825,70321.19835819525,166008.17870203443,3
30460.663975702795,235412.46829219098,93410.80763514216,404238.49146323797,6
424498.77782760834,293392.97796710604,9499.465292288845,405124.7247454972,0
436797.13817942265,887695.3288848035,40915.97119826279,867478.7244005597,4
859261.1813995836,694571.7744655004,11199.289779073284,707532.9761322617,3
422027.4309762446,159450.29366837937,57057.10636227619,904118.290039255,3
179899.92679269463,598803.6299012788,91923.17206223337,172861.0676562088,4
835357.2662170989,970495.6360648166,72150.22206325944,480638.437836828,2
19012.540995341664,976313.4628081261,71620.12678970619,935205.1569271458,0
859274.8592288183,347320.22593701375,73135.87138670997,441948.835162958,2
309510.13035931176,499802.52472011175,81564.93219515077,329765.1661790524,2
989776.3227711886,99429.88140104724,34206.452736044004,582102.360695909,1
849445.1917996088,809350.329741897,11796.132225483447,771982.1743823782,7
358001.33448963723,459744.1905727281,86489.21353186178,862200.8875899714,6
894373.3443377712,933934.0941016752,42303.818264982816,2691.283420510726,3
174414.9148854922,698941.5842063146,5567.856479625477,377491.1061360846,1
9103.536061782603,770405.1882549427,10400.161850083488,36118.93631226837,7
603397.7214466282,721000.0421270449,58390.93540230108,654214.2517734296,6
114699.00522052856,441414.10060295806,18165.054719722873,775178.9888997904,8
356524.4502173567,13185.27309855222,92576.76338928078,770544.5911693532,0
104840.89645116978,472623.5412023754,49971.56973257736,949482.5123883827,2
471417.63282110606,491358.0414712233,33441.44445826026,505088.66995709034,4
587982.0071534984,344521.18710486445,87053.44785030463,18784.35238600673,2
41559.950611669505,533736.4222233883,16041.105549283608,174976.8447419152,3
372421.0962604978,318473.47383050807,94087.19564596984,734324.7470187295,2
486323.48348957545,964517.1436149577,103.51275716358188,190369.70249427453,8
205743.59502827676,592565.2543285331,43287.92381647074,345391.78661876335,0
97119.5640215805,962512.211963607,26669.341863990205,558535.3738892011,3
264578.67935869336,422987.66999457695,16768.056601208726,903883.0803630628,1
302353.3474429524,455336.2979611725,63700.01889337322,412144.49563608837,0
189829.79251585575,842984.8590466673,10090.331697938826,568963.1615606004,5
3500.5837602840593,229902.0911251366,73770.05436558717,725513.3548279115,2
102498.25856056417,944486.8765168121,33521.0773520264,713169.4563220099,7
780353.877584416,667355.657745722,8573.821873804322,964964.2024567543,3
394092.6279288064,531857.4513398728,72804.55099224544,128974.82896408252,5
113071.85583425628,449011.3800781061,57014.33747430291,153360.45702933831,8
214006.1773909412,625142.8509724869,18077.999592489512,378265.6448736987,2
522326.7955098162,313598.9395571006,2270.90422257753,387427.9314801965,4
575047.7984550925,739760.3456176356,77731.80033647969,482555.00102147076,7
775447.3206982452,492523.3935740607,8345.881714877834,149671.9051845854,0
171448.05734175895,981180.6969706038,66591.9893958123,673204.4533377981,5
593437.6836552689,512706.3534718749,91768.55369193593,656686.8739445828,2
950775.5532245339,429251.0411811393,41227.71504901046,661598.6415210128,6
290403.14352544106,354112.0804773753,84062.47459128636,470667.3082903573,2
889593.2269868768,251696.7376322009,50728.608699756805,988914.7680083492,5
339256.2309650481,669616.3123965363,36141.16142841064,660546.7078052484,5
998676.2912999847,462600.0207391253,56695.26261130032,584380.0531891128,2
182204.6439928685,965520.4165934287,8954.72680777496,342209.00638070906,3
823556.5951165489,650264.6545909672,80731.8068941537,658803.596485507,8
998452.767329688,308603.9945410468,97093.3000399373,711189.2330218041,0
577052.3227222483,732891.2022653706,82197.34215577964,384108.20989235805,7
447473.44332909066,226555.53457445954,21322.891641420338,582190.8601654972,8
183892.37600188213,189243.80560788524,55130.012754359195,766780.8788121872,0
661769.5107654753,266726.6937610947,81801.35862396409,388919.04468168627,4
747298.6590072294,109583.59946284923,756.9011799719583,35617.94486772363,2
337124.35453945975,399920.4054932764,73326.76212853908,45282.360883918016,8
368409.26211404015,287893.95235290617,533.6531085292085,416421.2041409151,7
934095.1399994709,262917.11550537334,5041.984260132604,311612.916408195,5
23194.20755275714,551313.1386648254,97983.83262301798,101770.32266997953,0
69505.86114527346,305214.60782727913,97004.95649190023,365943.3857088051,8
64254.23647746642,422583.5621105587,93887.1405540119,327238.3498018511,3
533334.2695732513,693734.4518948698,64457.32114567917,752297.7683682083,7
254156.33475377163,848692.2635922087,92858.56151162955,551490.2554111135,3
